Date,Open,High,Low,Close,Volume
23/10/2020,1.285,1.285,1.24,1.25,801053
26/10/2020,1.25,1.267,1.232,1.25,1298778
27/10/2020,1.245,1.25,1.2,1.21,1690562
28/10/2020,1.22,1.26,1.217,1.255,795267
29/10/2020,1.23,1.235,1.19,1.21,2077487
30/10/2020,1.21,1.245,1.175,1.19,2521206
02/11/2020,1.17,1.19,1.155,1.16,1027043
03/11/2020,1.18,1.215,1.175,1.18,866743
04/11/2020,1.22,1.23,1.175,1.21,4092054
05/11/2020,1.235,1.3,1.215,1.3,2568322
06/11/2020,1.37,1.46,1.35,1.39,8801577
09/11/2020,1.42,1.42,1.37,1.385,3121690
10/11/2020,1.415,1.465,1.385,1.45,4556775
11/11/2020,1.46,1.49,1.435,1.49,4136460
12/11/2020,1.495,1.535,1.465,1.525,4306403
13/11/2020,1.525,1.57,1.51,1.545,6216666
16/11/2020,1.55,1.6,1.545,1.58,302444
17/11/2020,1.59,1.63,1.575,1.59,3023244
18/11/2020,1.59,1.61,1.56,1.58,1811896
19/11/2020,1.57,1.605,1.56,1.59,1602176
20/11/2020,1.58,1.61,1.545,1.55,2044100
23/11/2020,1.56,1.57,1.49,1.5,4392509
24/11/2020,1.495,1.5075,1.465,1.5,4343460
25/11/2020,1.515,1.535,1.475,1.53,2059170
26/11/2020,1.52,1.56,1.505,1.56,1919713
27/11/2020,1.56,1.57,1.53,1.56,3089418
30/11/2020,1.57,1.585,1.54,1.56,2846255
01/12/2020,1.55,1.575,1.5475,1.56,2337248
02/12/2020,1.555,1.56,1.515,1.53,1851095
03/12/2020,1.55,1.555,1.525,1.53,1328203
04/12/2020,1.535,1.535,1.48,1.505,2012907
07/12/2020,1.51,1.515,1.45,1.46,1148715
08/12/2020,1.46,1.465,1.4375,1.44,1335466
09/12/2020,1.45,1.47,1.4375,1.455,3068983
10/12/2020,1.445,1.46,1.425,1.45,2692584
11/12/2020,1.45,1.51,1.45,1.505,3814553
14/12/2020,1.515,1.535,1.465,1.525,2961100
15/12/2020,1.52,1.54,1.48,1.48,2660249
16/12/2020,1.48,1.48,1.48,1.48,0
17/12/2020,1.66,1.7175,1.62,1.65,12170950
18/12/2020,1.67,1.82,1.66,1.82,7061692
21/12/2020,1.76,1.81,1.715,1.74,3218861
22/12/2020,1.74,1.775,1.71,1.73,2161877
23/12/2020,1.725,1.74,1.67,1.7,2492244
24/12/2020,1.705,1.745,1.705,1.735,1209649
29/12/2020,1.735,1.77,1.73,1.76,1837356
30/12/2020,1.745,1.745,1.7,1.72,1308838
31/12/2020,1.75,1.75,1.695,1.71,766562
04/01/2021,1.705,1.75,1.685,1.75,1087164
05/01/2021,1.74,1.75,1.7,1.715,837201
06/01/2021,1.72,1.72,1.68,1.705,741749
07/01/2021,1.695,1.705,1.655,1.69,1106071
08/01/2021,1.7,1.71,1.68,1.7,565699
11/01/2021,1.7,1.74,1.67,1.695,1106059
12/01/2021,1.7,1.72,1.66,1.68,655227
13/01/2021,1.68,1.6975,1.65,1.695,612941
14/01/2021,1.695,1.7,1.64,1.7,707181
15/01/2021,1.695,1.695,1.6475,1.675,1045113
18/01/2021,1.67,1.745,1.655,1.74,2034397
19/01/2021,1.76,1.91,1.74,1.85,9157115
20/01/2021,1.88,1.99,1.875,1.97,4929209
21/01/2021,1.985,2.05,1.92,1.92,3563850
22/01/2021,1.94,1.945,1.86,1.865,2621282
25/01/2021,1.9,1.925,1.87,1.88,2134651
27/01/2021,1.93,2,1.765,1.885,5154388
28/01/2021,1.84,1.89,1.815,1.87,2423581
29/01/2021,1.865,1.87,1.805,1.83,1952976
01/02/2021,1.805,1.81,1.7,1.785,3256959
02/02/2021,1.79,1.855,1.77,1.84,2240886
03/02/2021,1.85,1.92,1.825,1.91,8863746
04/02/2021,1.89,1.89,1.825,1.86,1667750
05/02/2021,1.87,1.87,1.83,1.85,1472325
08/02/2021,1.85,1.96,1.85,1.895,6239803
09/02/2021,1.925,1.955,1.9,1.94,1476522
10/02/2021,1.97,1.97,1.92,1.95,1018364
11/02/2021,1.955,1.96,1.91,1.955,774828
12/02/2021,1.93,2,1.9025,1.93,1154124
15/02/2021,1.93,1.93,1.85,1.88,9958774
16/02/2021,1.85,1.91,1.85,1.885,1000292
17/02/2021,1.87,1.8725,1.81,1.84,2913146
18/02/2021,1.86,1.865,1.81,1.83,748426
19/02/2021,1.83,1.88,1.785,1.87,2376349
22/02/2021,1.885,2.02,1.88,1.975,3639418
23/02/2021,2.05,2.15,1.995,2.1,6280242
24/02/2021,2.16,2.25,2.15,2.15,11961920
25/02/2021,2.16,2.17,2.09,2.14,3443957
26/02/2021,2.1,2.18,2.07,2.15,2923370
